,ap,emp,est,fipscty,fipstate,ind_code,naics,qp1,s_NAICS,s_SIC,s_n02,s_n07,sic,year
88935,27890,1623,190,77,8,5000,,6983,,50,42,42,50--,1986
88999,73080,6342,595,77,8,5200,,17337,,52,44,44,52--,1986
89071,26151,1507,196,77,8,6000,,6712,,60,52,52,60--,1986
89107,93898,6813,808,77,8,7000,,23349,,70,81,81,70--,1986
89230,6718,416,208,77,8,9900,,1135,,90,92,92,99--,1986
89231,2097,110,31,79,8,0000,,470,,00,00,00,----,1986
89232,0,0,2,79,8,1000,,0,,10,21,21,10--,1986
89237,164,14,6,79,8,1500,,34,,15,23,23,15--,1986
89240,0,0,2,79,8,1900,,0,,20,33,33,19--,1986
89246,326,27,8,79,8,5200,,58,,52,44,44,52--,1986
89260,179,13,10,79,8,7000,,37,,70,81,81,70--,1986
89269,0,0,3,79,8,9900,,0,,90,92,92,99--,1986
89270,56537,2799,339,81,8,0000,,13973,,00,00,00,----,1986
89271,452,24,5,81,8,0700,,78,,07,11,11,07--,1986
89276,24233,669,10,81,8,1000,,6001,,10,21,21,10--,1986
89286,1362,102,23,81,8,1500,,332,,15,23,23,15--,1986
89299,1346,91,10,81,8,1900,,324,,20,33,33,19--,1986
89323,12920,467,25,81,8,4000,,3281,,40,48,48,40--,1986
89344,2654,144,24,81,8,5000,,700,,50,42,42,50--,1986
89373,7809,781,98,81,8,5200,,1875,,52,44,44,52--,1986
89425,2086,147,20,81,8,6000,,516,,60,52,52,60--,1986
89438,0,0,2,81,8,6600,,0,,,,,6600,1986
89440,3325,334,95,81,8,7000,,793,,70,81,81,70--,1986
89503,350,40,29,81,8,9900,,72,,90,92,92,99--,1986
89504,61678,4197,537,83,8,0000,,13471,,00,00,00,----,1986
89505,145,23,7,83,8,0700,,45,,07,11,11,07--,1986
89509,2311,185,11,83,8,1000,,762,,10,21,21,10--,1986
89521,19087,769,59,83,8,1500,,3894,,15,23,23,15--,1986
89544,5464,367,25,83,8,1900,,1228,,20,33,33,19--,1986
89581,5128,281,26,83,8,4000,,1298,,40,48,48,40--,1986
89603,2239,159,27,83,8,5000,,549,,50,42,42,50--,1986
89629,14790,1209,139,83,8,5200,,2833,,52,44,44,52--,1986
89688,3512,215,32,83,8,6000,,793,,60,52,52,60--,1986
89703,0,0,1,83,8,6600,,0,,,,,6600,1986
89709,7650,885,148,83,8,7000,,1837,,70,81,81,70--,1986
89780,1354,104,63,83,8,9900,,233,,90,92,92,99--,1986
89781,77608,4927,721,85,8,0000,,17820,,00,00,00,----,1986
89782,0,0,11,85,8,0700,,0,,07,11,11,07--,1986
89787,2460,83,10,85,8,1000,,560,,10,21,21,10--,1986
89802,6003,272,73,85,8,1500,,1087,,15,23,23,15--,1986
89829,10693,445,34,85,8,1900,,2485,,20,33,33,19--,1986
89873,18290,677,37,85,8,4000,,4521,,40,48,48,40--,1986
89896,3750,241,33,85,8,5000,,847,,50,42,42,50--,1986
89931,14961,1494,177,85,8,5200,,3234,,52,44,44,52--,1986
89987,6627,352,50,85,8,6000,,1552,,60,52,52,60--,1986
90010,12915,1175,234,85,8,7000,,3174,,70,81,81,70--,1986
90104,0,0,62,85,8,9900,,0,,90,92,92,99--,1986
90105,70636,5007,623,87,8,0000,,16320,,00,00,00,----,1986
90106,0,0,9,87,8,0700,,0,,07,11,11,07--,1986
90112,3697,237,21,87,8,1000,,1444,,10,21,21,10--,1986
90123,3767,274,56,87,8,1500,,924,,15,23,23,15--,1986
90144,8596,454,25,87,8,1900,,1674,,20,33,33,19--,1986
90181,3152,163,26,87,8,4000,,792,,40,48,48,40--,1986
90204,18322,808,61,87,8,5000,,3235,,50,42,42,50--,1986
90235,11166,1292,171,87,8,5200,,2877,,52,44,44,52--,1986
90295,5281,278,42,87,8,6000,,1316,,60,52,52,60--,1986
90311,0,0,1,87,8,6600,,0,,,,,6600,1986
90313,14580,1345,168,87,8,7000,,3620,,70,81,81,70--,1986
90394,0,0,44,87,8,9900,,0,,90,92,92,99--,1986
90395,54171,4565,543,89,8,0000,,13285,,00,00,00,----,1986
90396,631,30,11,89,8,0700,,122,,07,11,11,07--,1986
90402,2172,163,33,89,8,1500,,553,,15,23,23,15--,1986
90419,14037,955,29,89,8,1900,,3328,,20,33,33,19--,1986
90464,5268,275,34,89,8,4000,,1256,,40,48,48,40--,1986
90485,5725,431,48,89,8,5000,,1388,,50,42,42,50--,1986
90520,9618,1125,168,89,8,5200,,2298,,52,44,44,52--,1986
90572,3146,220,39,89,8,6000,,744,,60,52,52,60--,1986
90587,36,8,4,89,8,6600,,9,,,,,6600,1986
90591,13218,1324,147,89,8,7000,,3534,,70,81,81,70--,1986
90661,356,42,34,89,8,9900,,63,,90,92,92,99--,1986
90662,3844,287,107,91,8,0000,,731,,00,00,00,----,1986
90663,0,0,1,91,8,0700,,0,,07,11,11,07--,1986
90666,656,19,3,91,8,1000,,121,,10,21,21,10--,1986
90671,415,23,10,91,8,1500,,123,,15,23,23,15--,1986
90680,152,10,4,91,8,1900,,41,,20,33,33,19--,1986
90689,0,0,4,91,8,4000,,0,,40,48,48,40--,1986
90697,1057,124,36,91,8,5200,,173,,52,44,44,52--,1986
90721,604,38,6,91,8,6000,,127,,60,52,52,60--,1986
90733,621,61,26,91,8,7000,,111,,70,81,81,70--,1986
90759,192,8,17,91,8,9900,,23,,90,92,92,99--,1986
90760,5322,471,133,93,8,0000,,1202,,00,00,00,----,1986
90761,0,0,1,93,8,0700,,0,,07,11,11,07--,1986
90764,507,16,4,93,8,1000,,118,,10,21,21,10--,1986
90772,560,36,21,93,8,1500,,111,,15,23,23,15--,1986
90788,531,35,9,93,8,1900,,128,,20,33,33,19--,1986
90802,0,0,4,93,8,4000,,0,,40,48,48,40--,1986
90810,306,17,5,93,8,5000,,82,,50,42,42,50--,1986
90821,1386,167,37,93,8,5200,,312,,52,44,44,52--,1986
90842,254,29,6,93,8,6000,,102,,60,52,52,60--,1986
90851,1356,94,34,93,8,7000,,247,,70,81,81,70--,1986
90886,315,66,12,93,8,9900,,70,,90,92,92,99--,1986
90887,7729,637,129,95,8,0000,,1923,,00,00,00,----,1986
90888,0,0,3,95,8,0700,,0,,07,11,11,07--,1986
90893,194,20,11,95,8,1500,,33,,15,23,23,15--,1986
90906,325,34,5,95,8,1900,,82,,20,33,33,19--,1986
90918,1563,62,5,95,8,4000,,371,,40,48,48,40--,1986
90928,2111,118,16,95,8,5000,,485,,50,42,42,50--,1986
90945,1591,211,35,95,8,5200,,402,,52,44,44,52--,1986
90977,880,59,12,95,8,6000,,214,,60,52,52,60--,1986
90988,920,114,32,95,8,7000,,301,,70,81,81,70--,1986
91026,0,0,10,95,8,9900,,0,,90,92,92,99--,1986
91027,127359,10373,954,97,8,0000,,36659,,00,00,00,----,1986
91028,0,0,12,97,8,0700,,0,,07,11,11,07--,1986
91032,0,0,1,97,8,1000,,0,,10,21,21,10--,1986
91036,9973,374,89,97,8,1500,,2098,,15,23,23,15--,1986
91053,2225,126,21,97,8,1900,,584,,20,33,33,19--,1986
91083,5266,316,34,97,8,4000,,1469,,40,48,48,40--,1986
91106,3562,160,25,97,8,5000,,737,,50,42,42,50--,1986
91131,33705,3753,280,97,8,5200,,10788,,52,44,44,52--,1986
91187,22043,1633,100,97,8,6000,,6196,,60,52,52,60--,1986
91205,0,0,1,97,8,6600,,0,,,,,6600,1986
91212,45655,3735,314,97,8,7000,,13864,,70,81,81,70--,1986
91308,3284,214,78,97,8,9900,,650,,90,92,92,99--,1986
91309,43711,3364,417,99,8,0000,,10626,,00,00,00,----,1986
91310,0,0,9,99,8,0700,,0,,07,11,11,07--,1986
91315,0,0,2,99,8,1000,,0,,10,21,21,10--,1986
91319,1405,151,35,99,8,1500,,451,,15,23,23,15--,1986
91334,16536,896,20,99,8,1900,,3870,,20,33,33,19--,1986
91369,3758,205,25,99,8,4000,,946,,40,48,48,40--,1986
91384,3616,245,32,99,8,5000,,945,,50,42,42,50--,1986
91414,9470,994,127,99,8,5200,,2241,,52,44,44,52--,1986
91462,3301,236,38,99,8,6000,,851,,60,52,52,60--,1986
91478,0,0,2,99,8,6600,,0,,,,,6600,1986
91480,4970,564,105,99,8,7000,,1150,,70,81,81,70--,1986
91538,363,38,24,99,8,9900,,77,,90,92,92,99--,1986
91539,411830,28578,2780,101,8,0000,,97678,,00,00,00,----,1986
91540,1032,149,27,101,8,0700,,231,,07,11,11,07--,1986
91546,322,27,6,101,8,1000,,112,,10,21,21,10--,1986
91560,34784,1886,265,101,8,1500,,6691,,15,23,23,15--,1986
91587,91665,3792,86,101,8,1900,,23638,,20,33,33,19--,1986
91686,27740,1282,96,101,8,4000,,6540,,40,48,48,40--,1986
91726,25291,1539,148,101,8,5000,,6239,,50,42,42,50--,1986
91786,86612,8851,846,101,8,5200,,20159,,52,44,44,52--,1986
91862,23426,1350,179,101,8,6000,,5776,,60,52,52,60--,1986
91886,0,0,5,101,8,6600,,0,,,,,6600,1986
91894,117612,9306,931,101,8,7000,,27621,,70,81,81,70--,1986
92017,3346,396,196,101,8,9900,,671,,90,92,92,99--,1986
92018,43215,1709,183,103,8,0000,,10403,,00,00,00,----,1986
92019,0,0,1,103,8,0700,,0,,07,11,11,07--,1986
92022,35089,1087,28,103,8,1000,,8422,,10,21,21,10--,1986
92032,1249,78,14,103,8,1500,,285,,15,23,23,15--,1986
92043,426,25,6,103,8,1900,,107,,20,33,33,19--,1986
92057,1132,59,13,103,8,4000,,300,,40,48,48,40--,1986
92071,780,48,13,103,8,5000,,185,,50,42,42,50--,1986
92087,1902,216,45,103,8,5200,,443,,52,44,44,52--,1986
92109,1199,72,13,103,8,6000,,301,,60,52,52,60--,1986
92119,1104,104,36,103,8,7000,,310,,70,81,81,70--,1986
92158,0,0,14,103,8,9900,,0,,90,92,92,99--,1986
92159,31690,2426,331,105,8,0000,,7611,,00,00,00,----,1986
92160,246,16,5,105,8,0700,,76,,07,11,11,07--,1986
92166,0,0,2,105,8,1000,,0,,10,21,21,10--,1986
92170,846,73,24,105,8,1500,,203,,15,23,23,15--,1986
92185,4090,248,20,105,8,1900,,1123,,20,33,33,19--,1986
92208,1926,90,9,105,8,4000,,467,,40,48,48,40--,1986
92225,6718,619,32,105,8,5000,,1849,,50,42,42,50--,1986
92249,5440,548,85,105,8,5200,,1249,,52,44,44,52--,1986
92298,2585,136,28,105,8,6000,,562,,60,52,52,60--,1986
92318,6082,567,100,105,8,7000,,1577,,70,81,81,70--,1986
92379,0,0,26,105,8,9900,,0,,90,92,92,99--,1986
92380,115136,8031,639,107,8,0000,,31089,,00,00,00,----,1986
92381,732,59,8,107,8,0700,,129,,07,11,11,07--,1986
92385,17301,492,12,107,8,1000,,4309,,10,21,21,10--,1986
92400,30173,970,67,107,8,1500,,7021,,15,23,23,15--,1986
92421,1237,82,11,107,8,1900,,286,,20,33,33,19--,1986
92443,10526,417,34,107,8,4000,,2637,,40,48,48,40--,1986
92466,2165,113,16,107,8,5000,,506,,50,42,42,50--,1986
92491,16201,2182,194,107,8,5200,,4788,,52,44,44,52--,1986
92541,9523,857,53,107,8,6000,,2814,,60,52,52,60--,1986
92557,0,0,1,107,8,6600,,0,,,,,6600,1986
92559,25259,2661,175,107,8,7000,,8254,,70,81,81,70--,1986
92636,2019,198,69,107,8,9900,,346,,90,92,92,99--,1986
92637,5152,465,92,109,8,0000,,1215,,00,00,00,----,1986
92638,932,52,6,109,8,0700,,198,,07,11,11,07--,1986
92643,364,33,11,109,8,1500,,92,,15,23,23,15--,1986
92653,141,14,5,109,8,1900,,31,,20,33,33,19--,1986
92665,0,0,3,109,8,4000,,0,,40,48,48,40--,1986
92674,1453,146,11,109,8,5000,,355,,50,42,42,50--,1986
92688,981,104,21,109,8,5200,,211,,52,44,44,52--,1986
92707,361,27,7,109,8,6000,,106,,60,52,52,60--,1986
92717,594,61,16,109,8,7000,,146,,70,81,81,70--,1986
92746,0,0,12,109,8,9900,,0,,90,92,92,99--,1986
92747,9356,385,32,111,8,0000,,1362,,00,00,00,----,1986
92748,0,0,4,111,8,1000,,0,,10,21,21,10--,1986
92757,0,0,2,111,8,1500,,0,,15,23,23,15--,1986
92762,0,0,1,111,8,1900,,0,,20,33,33,19--,1986
92765,0,0,15,111,8,5200,,0,,52,44,44,52--,1986
92780,166,12,5,111,8,7000,,21,,70,81,81,70--,1986
92793,0,0,5,111,8,9900,,0,,90,92,92,99--,1986
92794,10447,880,173,113,8,0000,,2439,,00,00,00,----,1986
92795,0,0,1,113,8,0700,,0,,07,11,11,07--,1986
92798,307,11,3,113,8,1000,,88,,10,21,21,10--,1986
92802,1470,55,28,113,8,1500,,267,,15,23,23,15--,1986
92821,0,0,1,113,8,1900,,0,,20,33,33,19--,1986
92824,285,39,5,113,8,4000,,94,,40,48,48,40--,1986
92839,0,0,1,113,8,5000,,0,,50,42,42,50--,1986
92842,2718,401,51,113,8,5200,,782,,52,44,44,52--,1986
92873,2836,182,19,113,8,6000,,653,,60,52,52,60--,1986
92885,2200,123,40,113,8,7000,,431,,70,81,81,70--,1986
92923,605,67,24,113,8,9900,,123,,90,92,92,99--,1986
92924,3911,321,93,115,8,0000,,911,,00,00,00,----,1986
92925,0,0,2,115,8,0700,,0,,07,11,11,07--,1986
92929,0,0,2,115,8,1500,,0,,15,23,23,15--,1986
92934,0,0,1,115,8,1900,,0,,20,33,33,19--,1986
92938,0,0,3,115,8,4000,,0,,40,48,48,40--,1986
92946,950,57,13,115,8,5000,,224,,50,42,42,50--,1986
92959,1233,108,30,115,8,5200,,276,,52,44,44,52--,1986
92986,535,40,8,115,8,6000,,106,,60,52,52,60--,1986
92997,581,73,27,115,8,7000,,146,,70,81,81,70--,1986
93030,78,13,7,115,8,9900,,26,,90,92,92,99--,1986
93031,101663,10003,805,117,8,0000,,32312,,00,00,00,----,1986
93032,0,0,7,117,8,0700,,0,,07,11,11,07--,1986
93037,0,0,2,117,8,1000,,0,,10,21,21,10--,1986
93043,8120,407,98,117,8,1500,,1854,,15,23,23,15--,1986
93069,1179,75,13,117,8,1900,,270,,20,33,33,19--,1986
93092,6164,319,21,117,8,4000,,1740,,40,48,48,40--,1986
93116,1274,70,24,117,8,5000,,324,,50,42,42,50--,1986
93146,24097,3189,271,117,8,5200,,7310,,52,44,44,52--,1986
93198,15459,1400,99,117,8,6000,,5024,,60,52,52,60--,1986
93220,43355,4408,212,117,8,7000,,15419,,70,81,81,70--,1986
93298,874,103,58,117,8,9900,,210,,90,92,92,99--,1986
93299,18584,1613,369,119,8,0000,,4133,,00,00,00,----,1986
93300,0,0,3,119,8,0700,,0,,07,11,11,07--,1986
93304,1260,99,6,119,8,1000,,502,,10,21,21,10--,1986
93315,2584,204,52,119,8,1500,,544,,15,23,23,15--,1986
93338,450,36,11,119,8,1900,,113,,20,33,33,19--,1986
93360,1471,110,15,119,8,4000,,363,,40,48,48,40--,1986
93384,0,0,6,119,8,5000,,0,,50,42,42,50--,1986
93394,4694,561,109,119,8,5200,,982,,52,44,44,52--,1986
93438,2741,163,28,119,8,6000,,534,,60,52,52,60--,1986
93452,4369,354,94,119,8,7000,,917,,70,81,81,70--,1986
93520,685,65,45,119,8,9900,,113,,90,92,92,99--,1986
93521,8389,605,120,121,8,0000,,2096,,00,00,00,----,1986
93522,0,0,3,121,8,0700,,0,,07,11,11,07--,1986
93525,0,0,2,121,8,1000,,0,,10,21,21,10--,1986
93530,372,34,16,121,8,1500,,103,,15,23,23,15--,1986
93542,0,0,2,121,8,1900,,0,,20,33,33,19--,1986
93548,2349,81,7,121,8,4000,,666,,40,48,48,40--,1986
93560,1839,122,14,121,8,5000,,402,,50,42,42,50--,1986
93576,1285,169,36,121,8,5200,,297,,52,44,44,52--,1986
93601,1017,59,9,121,8,6000,,251,,60,52,52,60--,1986
93612,1111,102,24,121,8,7000,,273,,70,81,81,70--,1986
93641,46,5,7,121,8,9900,,10,,90,92,92,99--,1986
93642,551407,30696,2772,123,8,0000,,137143,,00,00,00,----,1986
93643,3318,234,62,123,8,0700,,645,,07,11,11,07--,1986
93650,12701,609,47,123,8,1000,,3714,,10,21,21,10--,1986
93670,65800,2933,283,123,8,1500,,14236,,15,23,23,15--,1986
93699,189575,7333,137,123,8,1900,,51025,,20,33,33,19--,1986
93821,30013,1476,125,123,8,4000,,7433,,40,48,48,40--,1986
93853,38186,2070,229,123,8,5000,,9232,,50,42,42,50--,1986
93915,66474,7091,652,123,8,5200,,15681,,52,44,44,52--,1986
93990,67669,2942,221,123,8,6000,,17034,,60,52,52,60--,1986
94017,0,0,3,123,8,6600,,0,,,,,6600,1986
94028,70569,5525,802,123,8,7000,,17087,,70,81,81,70--,1986
94144,7100,483,214,123,8,9900,,1056,,90,92,92,99--,1986
94145,17804,1460,301,125,8,0000,,4069,,00,00,00,----,1986
94146,0,0,11,125,8,0700,,0,,07,11,11,07--,1986
94151,1057,50,4,125,8,1000,,220,,10,21,21,10--,1986
94155,761,64,22,125,8,1500,,162,,15,23,23,15--,1986
94170,0,0,12,125,8,1900,,0,,20,33,33,19--,1986
94191,1105,59,14,125,8,4000,,264,,40,48,48,40--,1986
94202,5266,306,36,125,8,5000,,1158,,50,42,42,50--,1986
94221,3823,441,91,125,8,5200,,913,,52,44,44,52--,1986
94269,1913,97,16,125,8,6000,,449,,60,52,52,60--,1986
94280,0,0,1,125,8,6600,,0,,,,,6600,1986
94285,2348,284,68,125,8,7000,,569,,70,81,81,70--,1986
94341,674,81,27,125,8,9900,,141,,90,92,92,99--,1986
94342,244069,7295,148,999,8,0000,,71297,,00,00,00,----,1986
94343,0,0,1,999,8,0700,,0,,07,11,11,07--,1986
94346,182655,5287,103,999,8,1000,,55308,,10,21,21,10--,1986
94357,0,0,2,999,8,1500,,0,,15,23,23,15--,1986
94360,0,0,9,999,8,4000,,0,,40,48,48,40--,1986
94372,1268,59,14,999,8,5000,,332,,50,42,42,50--,1986
94390,0,0,1,999,8,5200,,0,,52,44,44,52--,1986
94394,0,0,10,999,8,6000,,0,,60,52,52,60--,1986
94400,1425,57,5,999,8,7000,,361,,70,81,81,70--,1986
94409,18,5,3,999,8,9900,,5,,90,92,92,99--,1986
80188,1657509,79696,5749,1,8,0000,,406172,,00,00,00,----,1987
80189,6285,365,74,1,8,0700,,1139,,07,11,11,07--,1987
80197,16277,550,54,1,8,1000,,3482,,10,21,21,10--,1987
80216,152660,6545,656,1,8,1500,,33865,,15,23,23,15--,1987
80244,336426,12807,382,1,8,2000,,84066,,20,33,33,20--,1987
80468,321046,11643,308,1,8,4000,,75508,,40,48,48,40--,1987
80508,238756,9862,676,1,8,5000,,58206,,50,42,42,50--,1987
80584,278547,19940,1466,1,8,5200,,67675,,52,44,44,52--,1987
80662,76376,3721,384,1,8,6000,,19732,,60,52,52,60--,1987
80687,0,0,1,1,8,6600,,0,,,,,6600,1987
80694,228546,14041,1610,1,8,7000,,61951,,70,81,81,70--,1987
80829,2590,222,139,1,8,9900,,548,,90,92,92,99--,1987
80830,38344,3189,423,3,8,0000,,8516,,00,00,00,----,1987
80831,156,15,6,3,8,0700,,26,,07,11,11,07--,1987
80835,0,0,4,3,8,1000,,0,,10,21,21,10--,1987
80845,4732,210,35,3,8,1500,,717,,15,23,23,15--,1987
80861,1181,82,10,3,8,2000,,232,,20,33,33,20--,1987
80879,2932,136,23,3,8,4000,,687,,40,48,48,40--,1987
80898,3877,339,39,3,8,5000,,869,,50,42,42,50--,1987
80932,10856,1255,122,3,8,5200,,2446,,52,44,44,52--,1987
80982,2556,169,26,3,8,6000,,695,,60,52,52,60--,1987
80997,10104,891,147,3,8,7000,,2553,,70,81,81,70--,1987
81070,0,0,11,3,8,9900,,0,,90,92,92,99--,1987
81071,3077996,145398,11455,5,8,0000,,749732,,00,00,00,----,1987
81072,16001,957,164,5,8,0700,,3257,,07,11,11,07--,1987
81080,89390,2167,150,5,8,1000,,22613,,10,21,21,10--,1987
81104,245417,9880,921,5,8,1500,,57629,,15,23,23,15--,1987
81133,393131,14549,478,5,8,2000,,95923,,20,33,33,20--,1987
81358,0,0,369,5,8,4000,,0,,40,48,48,40--,1987
81395,313668,10954,883,5,8,5000,,78956,,50,42,42,50--,1987
81471,421569,35977,2539,5,8,5200,,100567,,52,44,44,52--,1987
81549,471689,19616,1482,5,8,6000,,117964,,60,52,52,60--,1987
81582,0,0,6,5,8,6600,,0,,,,,6600,1987
81594,873320,42874,4170,5,8,7000,,209159,,70,81,81,70--,1987
81740,0,0,299,5,8,9900,,0,,90,92,92,99--,1987
81741,12182,1242,217,7,8,0000,,3250,,00,00,00,----,1987
81742,0,0,4,7,8,0700,,0,,07,11,11,07--,1987
81746,2920,357,34,7,8,1500,,1159,,15,23,23,15--,1987
81764,454,30,10,7,8,2000,,90,,20,33,33,20--,1987
81780,0,0,4,7,8,4000,,0,,40,48,48,40--,1987
81790,363,22,6,7,8,5000,,89,,50,42,42,50--,1987
81803,3792,394,68,7,8,5200,,789,,52,44,44,52--,1987
81842,1184,70,23,7,8,6000,,251,,60,52,52,60--,1987
81855,2555,336,56,7,8,7000,,754,,70,81,81,70--,1987
81909,126,6,12,7,8,9900,,11,,90,92,92,99--,1987
81910,5157,489,122,9,8,0000,,1228,,00,00,00,----,1987
81911,23,2,3,9,8,0700,,2,,07,11,11,07--,1987
81916,0,0,1,9,8,1000,,0,,10,21,21,10--,1987
81920,238,15,11,9,8,1500,,46,,15,23,23,15--,1987
81933,0,0,1,9,8,2000,,0,,20,33,33,20--,1987
81936,255,14,7,9,8,4000,,65,,40,48,48,40--,1987
81945,954,54,13,9,8,5000,,216,,50,42,42,50--,1987
81958,1627,192,42,9,8,5200,,392,,52,44,44,52--,1987
81984,557,42,10,9,8,6000,,149,,60,52,52,60--,1987
81993,1429,163,31,9,8,7000,,342,,70,81,81,70--,1987
82031,0,0,3,9,8,9900,,0,,90,92,92,99--,1987
82032,4296,416,94,11,8,0000,,983,,00,00,00,----,1987
82033,0,0,1,11,8,0700,,0,,07,11,11,07--,1987
82036,183,17,9,11,8,1500,,35,,15,23,23,15--,1987
82046,0,0,5,11,8,2000,,0,,20,33,33,20--,1987
82056,886,49,7,11,8,4000,,208,,40,48,48,40--,1987
82064,0,0,4,11,8,5000,,0,,50,42,42,50--,1987
82075,928,134,34,11,8,5200,,223,,52,44,44,52--,1987
82108,675,38,8,11,8,6000,,150,,60,52,52,60--,1987
82119,449,74,23,11,8,7000,,112,,70,81,81,70--,1987
82145,0,0,3,11,8,9900,,0,,90,92,92,99--,1987
82146,1827173,89176,6920,13,8,0000,,435281,,00,00,00,----,1987
82147,6173,341,102,13,8,0700,,1211,,07,11,11,07--,1987
82156,4054,169,30,13,8,1000,,848,,10,21,21,10--,1987
82179,76321,3596,660,13,8,1500,,16848,,15,23,23,15--,1987
82204,865610,31343,519,13,8,2000,,207631,,20,33,33,20--,1987
82455,43437,1957,203,13,8,4000,,9858,,40,48,48,40--,1987
82491,109941,3924,389,13,8,5000,,26433,,50,42,42,50--,1987
82566,215734,20578,1612,13,8,5200,,50769,,52,44,44,52--,1987
82643,113641,5127,604,13,8,6000,,24799,,60,52,52,60--,1987
82669,1096,64,7,13,8,6600,,251,,,,,6600,1987
82680,388323,21861,2591,13,8,7000,,96124,,70,81,81,70--,1987
82827,3939,280,210,13,8,9900,,760,,90,92,92,99--,1987
82828,31057,2631,440,15,8,0000,,7000,,00,00,00,----,1987
82829,109,10,6,15,8,0700,,16,,07,11,11,07--,1987
82833,0,0,1,15,8,1000,,0,,10,21,21,10--,1987
82837,6024,250,47,15,8,1500,,1160,,15,23,23,15--,1987
82854,2017,173,16,15,8,2000,,597,,20,33,33,20--,1987
82887,1831,86,16,15,8,4000,,410,,40,48,48,40--,1987
82903,580,70,11,15,8,5000,,147,,50,42,42,50--,1987
82923,8956,939,140,15,8,5200,,1885,,52,44,44,52--,1987
82973,3029,191,33,15,8,6000,,757,,60,52,52,60--,1987
82988,8370,903,151,15,8,7000,,2010,,70,81,81,70--,1987
83055,0,0,19,15,8,9900,,0,,90,92,92,99--,1987
83056,4380,373,63,17,8,0000,,979,,00,00,00,----,1987
83057,0,0,1,17,8,0700,,0,,07,11,11,07--,1987
83060,0,0,2,17,8,1000,,0,,10,21,21,10--,1987
83064,239,19,5,17,8,1500,,60,,15,23,23,15--,1987
83072,0,0,2,17,8,2000,,0,,20,33,33,20--,1987
83078,0,0,4,17,8,4000,,0,,40,48,48,40--,1987
83085,980,45,10,17,8,5000,,173,,50,42,42,50--,1987
83099,641,82,18,17,8,5200,,141,,52,44,44,52--,1987
83117,902,69,4,17,8,6000,,192,,60,52,52,60--,1987
83124,1025,124,15,17,8,7000,,259,,70,81,81,70--,1987
83150,0,0,2,17,8,9900,,0,,90,92,92,99--,1987
83151,34417,2074,179,19,8,0000,,10039,,00,00,00,----,1987
83152,74,6,4,19,8,0700,,9,,07,11,11,07--,1987
83157,0,0,3,19,8,1000,,0,,10,21,21,10--,1987
83163,0,0,4,19,8,1500,,0,,15,23,23,15--,1987
83170,687,53,7,19,8,2000,,178,,20,33,33,20--,1987
83187,1046,46,9,19,8,4000,,214,,40,48,48,40--,1987
83197,1334,47,11,19,8,5000,,327,,50,42,42,50--,1987
83215,3801,517,74,19,8,5200,,980,,52,44,44,52--,1987
83246,709,45,12,19,8,6000,,159,,60,52,52,60--,1987
83255,7328,654,48,19,8,7000,,1793,,70,81,81,70--,1987
83304,0,0,7,19,8,9900,,0,,90,92,92,99--,1987
83305,5899,544,94,21,8,0000,,1404,,00,00,00,----,1987
83306,0,0,1,21,8,0700,,0,,07,11,11,07--,1987
83309,0,0,1,21,8,1000,,0,,10,21,21,10--,1987
83313,55,7,5,21,8,1500,,13,,15,23,23,15--,1987
83318,967,71,8,21,8,2000,,205,,20,33,33,20--,1987
83333,0,0,4,21,8,4000,,0,,40,48,48,40--,1987
83339,824,127,6,21,8,5000,,204,,50,42,42,50--,1987
83347,1164,120,30,21,8,5200,,263,,52,44,44,52--,1987
83369,0,0,6,21,8,6000,,0,,60,52,52,60--,1987
83380,1011,110,28,21,8,7000,,245,,70,81,81,70--,1987
83411,24,2,5,21,8,9900,,2,,90,92,92,99--,1987
83412,1910,232,29,23,8,0000,,485,,00,00,00,----,1987
83413,0,0,1,23,8,0700,,0,,07,11,11,07--,1987
83415,0,0,2,23,8,1000,,0,,10,21,21,10--,1987
83422,0,0,2,23,8,1500,,0,,15,23,23,15--,1987
83428,0,0,2,23,8,5000,,0,,50,42,42,50--,1987
83434,135,22,10,23,8,5200,,35,,52,44,44,52--,1987
83448,0,0,1,23,8,6000,,0,,60,52,52,60--,1987
83450,164,77,7,23,8,7000,,35,,70,81,81,70--,1987
83462,32,7,4,23,8,9900,,5,,90,92,92,99--,1987
83463,2055,206,44,25,8,0000,,435,,00,00,00,----,1987
83464,175,10,5,25,8,1500,,20,,15,23,23,15--,1987
83471,0,0,1,25,8,2000,,0,,20,33,33,20--,1987
83475,335,32,11,25,8,4000,,81,,40,48,48,40--,1987
83481,0,0,3,25,8,5000,,0,,50,42,42,50--,1987
83490,333,53,12,25,8,5200,,73,,52,44,44,52--,1987
83506,0,0,4,25,8,6000,,0,,60,52,52,60--,1987
83515,589,67,8,25,8,7000,,126,,70,81,81,70--,1987
83525,1961,169,53,27,8,0000,,440,,00,00,00,----,1987
83526,0,0,2,27,8,0700,,0,,07,11,11,07--,1987
83528,181,16,7,27,8,1500,,32,,15,23,23,15--,1987
83536,0,0,2,27,8,2000,,0,,20,33,33,20--,1987
83541,79,10,4,27,8,4000,,13,,40,48,48,40--,1987
83550,397,56,19,27,8,5200,,85,,52,44,44,52--,1987
83567,0,0,6,27,8,6000,,0,,60,52,52,60--,1987
83575,498,45,9,27,8,7000,,110,,70,81,81,70--,1987
