,cty,resid,total,year,non_resid,res_rate,nonres_rate,res_val,nonres_val
524,Costilla,6753790.0,65053080.0,2001.0,58299290.0,0.0915,0.29,73811912.56830601,201032034.48275864
588,Costilla,7040650.0,66151140.0,2002.0,59110490.0,0.0915,0.29,76946994.53551912,203829275.86206898
652,Costilla,6205000.0,65082360.0,2003.0,58877360.0,0.0796,0.29,77952261.30653267,203025379.31034485
716,Costilla,6559558.0,64070141.0,2004.0,57510583.0,0.0796,0.29,82406507.53768843,198312355.1724138
780,Costilla,6756321.0,71151945.0,2005.0,64395624.0,0.0796,0.29,84878404.52261306,222053875.86206898
844,Costilla,7560097.0,72930685.0,2006.0,65370588.0,0.0796,0.29,94976092.96482411,225415820.68965518
908,Costilla,8522506.0,115411737.0,2007.0,106889231.0,0.0796,0.29,107066658.29145728,368583555.1724138
972,Costilla,8627937.0,112000753.0,2008.0,103372816.0,0.0796,0.29,108391168.34170854,356457986.2068966
1036,Costilla,8576080.0,127660170.0,2009.0,119084090.0,0.0796,0.29,107739698.4924623,410634793.10344833
1100,Costilla,12785002.0,130689468.0,2010.0,117904466.0,0.0796,0.29,160615603.01507536,406567124.13793105
1164,Costilla,13782967.0,129410944.0,2011.0,115627977.0,0.0796,0.29,173152851.75879395,398717162.06896555
1228,Costilla,14441880.0,129540982.0,2012.0,115099102.0,0.0796,0.29,181430653.26633164,396893455.1724138
215,Crowley,3767700.0,13885610.0,1993.0,10117910.0,0.1286,0.29,29297822.70606532,34889344.82758621
216,Crowley,3790140.0,14688840.0,1994.0,10898700.0,0.1286,0.29,29472317.262830485,37581724.137931034
217,Crowley,3505960.0,14568010.0,1995.0,11062050.0,0.1036,0.29,33841312.74131274,38145000.0
218,Crowley,3555020.0,14820970.0,1996.0,11265950.0,0.1036,0.29,34314864.86486486,38848103.448275864
219,Crowley,3844940.0,14116800.0,1997.0,10271860.0,0.0974,0.29,39475770.02053388,35420206.89655173
333,Crowley,3964450.0,14335390.0,1998.0,10370940.0,0.0974,0.29,40702772.07392197,35761862.06896552
397,Crowley,5018320.0,22868120.0,1999.0,17849800.0,0.0974,0.29,51522792.607802875,61551034.48275863
461,Crowley,5211480.0,22977550.0,2000.0,17766070.0,0.0974,0.29,53505954.82546201,61262310.34482759
525,Crowley,5648450.0,23907750.0,2001.0,18259300.0,0.0915,0.29,61731693.98907104,62963103.448275864
589,Crowley,5683160.0,24335090.0,2002.0,18651930.0,0.0915,0.29,62111038.25136612,64317000.00000001
653,Crowley,5441100.0,28430800.0,2003.0,22989700.0,0.0796,0.29,68355527.63819095,79274827.5862069
717,Crowley,5452470.0,26596019.0,2004.0,21143549.0,0.0796,0.29,68498366.83417085,72908789.65517242
781,Crowley,5551265.0,32399657.0,2005.0,26848392.0,0.0796,0.29,69739510.05025125,92580662.06896552
845,Crowley,5553760.0,33065222.0,2006.0,27511462.0,0.0796,0.29,69770854.27135678,94867110.34482759
909,Crowley,5743663.0,34988720.0,2007.0,29245057.0,0.0796,0.29,72156570.3517588,100845024.13793105
973,Crowley,5686154.0,34833434.0,2008.0,29147280.0,0.0796,0.29,71434095.47738694,100507862.06896552
1037,Crowley,5896339.0,34568857.0,2009.0,28672518.0,0.0796,0.29,74074610.55276382,98870751.72413793
1101,Crowley,5890071.0,35023460.0,2010.0,29133389.0,0.0796,0.29,73995866.83417085,100459962.06896552
1165,Crowley,6064421.0,36861245.0,2011.0,30796824.0,0.0796,0.29,76186193.46733668,106195944.82758622
1229,Crowley,6066137.0,36623420.0,2012.0,30557283.0,0.0796,0.29,76207751.2562814,105369941.37931035
100,Custer,11728290.0,35906000.0,1993.0,24177710.0,0.1286,0.29,91199766.718507,83371413.79310346
101,Custer,12585100.0,36769780.0,1994.0,24184680.0,0.1286,0.29,97862363.91912909,83395448.27586207
102,Custer,12870120.0,37323040.0,1995.0,24452920.0,0.1036,0.29,124228957.52895753,84320413.79310346
103,Custer,13711080.0,40433710.0,1996.0,26722630.0,0.1036,0.29,132346332.04633205,92147000.0
104,Custer,16609960.0,44757770.0,1997.0,28147810.0,0.0974,0.29,170533470.2258727,97061413.79310346
334,Custer,17687930.0,43690520.0,1998.0,26002590.0,0.0974,0.29,181600924.02464065,89664103.44827586
398,Custer,22248570.0,51084870.0,1999.0,28836300.0,0.0974,0.29,228424743.3264887,99435517.24137932
462,Custer,23864000.0,52660980.0,2000.0,28796980.0,0.0974,0.29,245010266.94045174,99299931.03448276
526,Custer,27529870.0,59397610.0,2001.0,31867740.0,0.0915,0.29,300872896.1748634,109888758.62068966
590,Custer,29367380.0,61858590.0,2002.0,32491210.0,0.0915,0.29,320954972.6775956,112038655.1724138
654,Custer,31416050.0,66758860.0,2003.0,35342810.0,0.0796,0.29,394673994.9748744,121871758.62068966
718,Custer,33445140.0,68232500.0,2004.0,34787360.0,0.0796,0.29,420165075.3768844,119956413.79310346
782,Custer,37351060.0,75015890.0,2005.0,37664830.0,0.0796,0.29,469234422.1105527,129878724.13793105
846,Custer,39425340.0,77568350.0,2006.0,38143010.0,0.0796,0.29,495293216.08040196,131527620.68965518
910,Custer,45071420.0,87998470.0,2007.0,42927050.0,0.0796,0.29,566223869.3467337,148024310.3448276
974,Custer,46734610.0,87849560.0,2008.0,41114950.0,0.0796,0.29,587118216.080402,141775689.65517244
1038,Custer,52342270.0,95862700.0,2009.0,43520430.0,0.0796,0.29,657566206.0301508,150070448.27586207
1102,Custer,53536500.0,96259200.0,2010.0,42722700.0,0.0796,0.29,672569095.477387,147319655.1724138
1166,Custer,54162520.0,99457870.0,2011.0,45295350.0,0.0796,0.29,680433668.3417085,156190862.06896552
1230,Custer,54911420.0,99472370.0,2012.0,44560950.0,0.0796,0.29,689841959.7989949,153658448.27586207
140,Delta,45089660.0,90221280.0,1993.0,45131620.0,0.1286,0.29,350619440.1244168,155626275.86206898
141,Delta,46698480.0,93744210.0,1994.0,47045730.0,0.1286,0.29,363129704.5101089,162226655.1724138
142,Delta,58143280.0,105702990.0,1995.0,47559710.0,0.1036,0.29,561228571.4285715,163999000.0
143,Delta,60187550.0,110767300.0,1996.0,50579750.0,0.1036,0.29,580960907.3359073,174412931.03448278
144,Delta,67384740.0,126637630.0,1997.0,59252890.0,0.0974,0.29,691835112.936345,204320310.3448276
335,Delta,69215260.0,131656120.0,1998.0,62440860.0,0.0974,0.29,710628952.7720739,215313310.3448276
399,Delta,78894710.0,152569520.0,1999.0,73674810.0,0.0974,0.29,810007289.5277207,254051068.96551725
463,Delta,81130060.0,158059060.0,2000.0,76929000.0,0.0974,0.29,832957494.8665298,265272413.79310346
527,Delta,91540550.0,180262570.0,2001.0,88722020.0,0.0915,0.29,1000443169.3989072,305938000.0
591,Delta,96763010.0,189114800.0,2002.0,92351790.0,0.0915,0.29,1057519234.9726776,318454448.2758621
655,Delta,90514980.0,208350320.0,2003.0,117835340.0,0.0796,0.29,1137122864.321608,406328758.6206897
719,Delta,94124960.0,204684840.0,2004.0,110559880.0,0.0796,0.29,1182474371.8592963,381240965.5172414
783,Delta,110605380.0,231713820.0,2005.0,121108440.0,0.0796,0.29,1389514824.1206028,417615310.3448276
847,Delta,114770960.0,250257420.0,2006.0,135486460.0,0.0796,0.29,1441846231.155779,467194689.65517247
911,Delta,144422280.0,300565730.0,2007.0,156143450.0,0.0796,0.29,1814350251.2562814,538425689.6551725
975,Delta,150976100.0,318061700.0,2008.0,167085600.0,0.0796,0.29,1896684673.3668342,576157241.3793104
1039,Delta,172684260.0,352847330.0,2009.0,180163070.0,0.0796,0.29,2169400251.2562814,621251965.5172415
1103,Delta,174448480.0,355260450.0,2010.0,180811970.0,0.0796,0.29,2191563819.095477,623489551.724138
1167,Delta,161667950.0,310037430.0,2011.0,148369480.0,0.0796,0.29,2031004396.9849246,511618896.5517242
1231,Delta,164560680.0,320253880.0,2012.0,155693200.0,0.0796,0.29,2067345226.1306531,536873103.4482759
45,Denver,1735032880.0,4258349390.0,1993.0,2523316510.0,0.1286,0.29,13491702021.77294,8701091413.793104
46,Denver,1746807650.0,4246601160.0,1994.0,2499793510.0,0.1286,0.29,13583263219.284605,8619977620.689655
47,Denver,1756565040.0,4321724930.0,1995.0,2565159890.0,0.1036,0.29,16955261003.861004,8845378931.034483
48,Denver,1778645490.0,4431103640.0,1996.0,2652458150.0,0.1036,0.29,17168392760.617762,9146407413.793104
49,Denver,2044809270.0,5039666380.0,1997.0,2994857110.0,0.0974,0.29,20993935010.26694,10327093482.758621
336,Denver,2075000280.0,5141185500.0,1998.0,3066185220.0,0.0974,0.29,21303904312.11499,10573052482.758621
400,Denver,2583034070.0,6339648810.0,1999.0,3756614740.0,0.0974,0.29,26519856981.51951,12953843931.034483
464,Denver,2642923100.0,6486490020.0,2000.0,3843566920.0,0.0974,0.29,27134734086.2423,13253679034.48276
528,Denver,3357470400.0,7896273660.0,2001.0,4538803260.0,0.0915,0.29,36693665573.77049,15651045724.137932
592,Denver,3431644060.0,7975097730.0,2002.0,4543453670.0,0.0915,0.29,37504306666.666664,15667081620.689655
656,Denver,3584737170.0,8430366160.0,2003.0,4845628990.0,0.0796,0.29,45034386557.78894,16709065482.758621
720,Denver,3666381820.0,8552463560.0,2004.0,4886081740.0,0.0796,0.29,46060073115.57789,16848557724.137932
784,Denver,3840437420.0,8919336630.0,2005.0,5078899210.0,0.0796,0.29,48246701256.2814,17513445551.72414
848,Denver,3930201030.0,9048584130.0,2006.0,5118383100.0,0.0796,0.29,49374384798.99497,17649596896.551723
912,Denver,4395297930.0,10657404830.0,2007.0,6262106900.0,0.0796,0.29,55217310678.39196,21593472068.96552
976,Denver,4512971310.0,10898906130.0,2008.0,6385934820.0,0.0796,0.29,56695619472.36181,22020464896.551727
1040,Denver,4546921570.0,12023031940.0,2009.0,7476110370.0,0.0796,0.29,57122130276.381905,25779690931.034485
1104,Denver,4574934180.0,11985812970.0,2010.0,7410878790.0,0.0796,0.29,57474047487.43718,25554754448.275864
1168,Denver,4327503100.0,10886848700.0,2011.0,6559345600.0,0.0796,0.29,54365616834.17085,22618433103.448277
1232,Denver,4351170550.0,10805819670.0,2012.0,6454649120.0,0.0796,0.29,54662946608.0402,22257410758.62069
40,Dolores,2914200.0,24447240.0,1993.0,21533040.0,0.1286,0.29,22660964.230171073,74251862.06896552
41,Dolores,3026190.0,21956640.0,1994.0,18930450.0,0.1286,0.29,23531804.04354588,65277413.79310346
42,Dolores,3576300.0,22378910.0,1995.0,18802610.0,0.1036,0.29,34520270.27027027,64836586.20689656
43,Dolores,3924590.0,21342900.0,1996.0,17418310.0,0.1036,0.29,37882142.85714286,60063137.93103449
44,Dolores,5291010.0,24907060.0,1997.0,19616050.0,0.0974,0.29,54322484.599589325,67641551.72413793
337,Dolores,5721800.0,27136850.0,1998.0,21415050.0,0.0974,0.29,58745379.876796715,73845000.0
401,Dolores,6279930.0,28493440.0,1999.0,22213510.0,0.0974,0.29,64475667.35112936,76598310.34482759
465,Dolores,6706740.0,34658450.0,2000.0,27951710.0,0.0974,0.29,68857700.2053388,96385206.89655173
529,Dolores,6579030.0,37623390.0,2001.0,31044360.0,0.0915,0.29,71901967.21311475,107049517.24137932
593,Dolores,6841660.0,33725090.0,2002.0,26883430.0,0.0915,0.29,74772240.43715847,92701482.7586207
657,Dolores,6260970.0,32158550.0,2003.0,25897580.0,0.0796,0.29,78655402.01005025,89302000.0
721,Dolores,6952240.0,31650330.0,2004.0,24698090.0,0.0796,0.29,87339698.4924623,85165827.5862069
785,Dolores,7064218.0,34277493.0,2005.0,27213275.0,0.0796,0.29,88746457.28643216,93838879.31034483
849,Dolores,7514545.0,41473897.0,2006.0,33959352.0,0.0796,0.29,94403831.65829146,117101213.79310346
913,Dolores,10063604.0,52084971.0,2007.0,42021367.0,0.0796,0.29,126427185.92964824,144901265.5172414
977,Dolores,10453711.0,54132761.0,2008.0,43679050.0,0.0796,0.29,131328027.63819095,150617413.79310346
1041,Dolores,11992746.0,99713597.0,2009.0,87720851.0,0.0796,0.29,150662638.19095477,302485693.1034483
1105,Dolores,12569645.0,78127371.0,2010.0,65557726.0,0.0796,0.29,157910113.06532663,226061124.13793105
1169,Dolores,12998476.0,87638824.0,2011.0,74640348.0,0.0796,0.29,163297437.18592963,257380510.3448276
1233,Dolores,13268239.0,103223775.0,2012.0,89955536.0,0.0796,0.29,166686419.59798995,310191503.44827586
230,Douglas,462994850.0,746788810.0,1993.0,283793960.0,0.1286,0.29,3600270995.33437,978599862.0689656
231,Douglas,534148960.0,855528590.0,1994.0,321379630.0,0.1286,0.29,4153568895.8009334,1108205620.6896553
232,Douglas,635568360.0,1048923250.0,1995.0,413354890.0,0.1036,0.29,6134829729.72973,1425361689.6551726
233,Douglas,715091200.0,1163343760.0,1996.0,448252560.0,0.1036,0.29,6902424710.42471,1545698482.7586207
234,Douglas,816468280.0,1403724220.0,1997.0,587255940.0,0.0974,0.29,8382631211.498973,2025020482.7586207
338,Douglas,921981650.0,1552475320.0,1998.0,630493670.0,0.0974,0.29,9465930698.15195,2174116103.448276
402,Douglas,1128897450.0,1955354650.0,1999.0,826457200.0,0.0974,0.29,11590322895.277206,2849852413.7931037
466,Douglas,1296506030.0,2221541690.0,2000.0,925035660.0,0.0974,0.29,13311150205.338808,3189778137.9310346
530,Douglas,1586027920.0,2733344390.0,2001.0,1147316470.0,0.0915,0.29,17333638469.945354,3956263689.655173
594,Douglas,1773803030.0,3031479460.0,2002.0,1257676430.0,0.0915,0.29,19385825464.480873,4336815275.862069
658,Douglas,1879994460.0,3274115810.0,2003.0,1394121350.0,0.0796,0.29,23618020854.271355,4807315000.0
722,Douglas,1996143870.0,3458426770.0,2004.0,1462282900.0,0.0796,0.29,25077184296.48241,5042354827.586207
786,Douglas,2238651880.0,3873488590.0,2005.0,1634836710.0,0.0796,0.29,28123767336.683414,5637367965.5172415
850,Douglas,2390842970.0,4071171300.0,2006.0,1680328330.0,0.0796,0.29,30035715703.517586,5794235620.689655
914,Douglas,2649807160.0,4551660160.0,2007.0,1901853000.0,0.0796,0.29,33289034673.366833,6558113793.103449
978,Douglas,2709385800.0,4674437020.0,2008.0,1965051220.0,0.0796,0.29,34037510050.251255,6776038689.655173
1042,Douglas,2802092260.0,4879538950.0,2009.0,2077446690.0,0.0796,0.29,35202164070.35175,7163609275.862069
1106,Douglas,2833355670.0,4920135700.0,2010.0,2086780030.0,0.0796,0.29,35594920477.38693,7195793206.896552
1170,Douglas,2602897510.0,4504735760.0,2011.0,1901838250.0,0.0796,0.29,32699717462.311558,6558062931.034483
1234,Douglas,2635364110.0,4562603610.0,2012.0,1927239500.0,0.0796,0.29,33107589321.60804,6645653448.275863
90,Eagle,442567130.0,778695940.0,1993.0,336128810.0,0.1286,0.29,3441424027.993779,1159064862.0689657
91,Eagle,472603960.0,816371890.0,1994.0,343767930.0,0.1286,0.29,3674991912.9082427,1185406655.1724138
92,Eagle,518337350.0,978543800.0,1995.0,460206450.0,0.1036,0.29,5003256274.131274,1586918793.1034484
93,Eagle,556323930.0,1007636650.0,1996.0,451312720.0,0.1036,0.29,5369922104.247105,1556250758.6206899
94,Eagle,663746220.0,1281597370.0,1997.0,617851150.0,0.0974,0.29,6814642915.811089,2130521206.8965518
339,Eagle,710185880.0,1333737800.0,1998.0,623551920.0,0.0974,0.29,7291436139.63039,2150179034.482759
403,Eagle,873868260.0,1606621500.0,1999.0,732753240.0,0.0974,0.29,8971953388.09035,2526735310.3448277
467,Eagle,943821730.0,1651264710.0,2000.0,707442980.0,0.0974,0.29,9690161498.973307,2439458551.7241383
531,Eagle,1163261690.0,1970799970.0,2001.0,807538280.0,0.0915,0.29,12713242513.661203,2784614758.62069
595,Eagle,1230365130.0,2042805190.0,2002.0,812440060.0,0.0915,0.29,13446613442.622952,2801517448.275862
659,Eagle,1148795330.0,1989427070.0,2003.0,840631740.0,0.0796,0.29,14432102135.67839,2898730137.9310346
723,Eagle,1181545040.0,2010115810.0,2004.0,828570770.0,0.0796,0.29,14843530653.26633,2857140586.206897
787,Eagle,1350698090.0,2205107680.0,2005.0,854409590.0,0.0796,0.29,16968568969.849245,2946239965.5172415
851,Eagle,1405984100.0,2285241360.0,2006.0,879257260.0,0.0796,0.29,17663116834.170853,3031921586.206897
915,Eagle,2018655620.0,3173072120.0,2007.0,1154416500.0,0.0796,0.29,25359995226.130653,3980746551.7241383
979,Eagle,2093961050.0,3189079150.0,2008.0,1095118100.0,0.0796,0.29,26306043341.70854,3776269310.3448277
1043,Eagle,2430226340.0,3620234800.0,2009.0,1190008460.0,0.0796,0.29,30530481658.291454,4103477448.275862
1107,Eagle,2470983640.0,3631637450.0,2010.0,1160653810.0,0.0796,0.29,31042508040.201004,4002254517.2413797
1171,Eagle,1906798290.0,2789969860.0,2011.0,883171570.0,0.0796,0.29,23954752386.934673,3045419206.896552
1235,Eagle,1913674330.0,2775773390.0,2012.0,862099060.0,0.0796,0.29,24041134798.994972,2972755379.310345
130,El Paso,1231941320.0,2342833950.0,1993.0,1110892630.0,0.1286,0.29,9579637013.996891,3830664241.3793106
131,El Paso,1297474520.0,2423125530.0,1994.0,1125651010.0,0.1286,0.29,10089226438.569208,3881555206.896552
132,El Paso,1445568510.0,2744784400.0,1995.0,1299215890.0,0.1036,0.29,13953363996.138996,4480054793.103449
133,El Paso,1499637040.0,2887687960.0,1996.0,1388050920.0,0.1036,0.29,14475261003.861004,4786382482.758621
134,El Paso,1729363300.0,3572515400.0,1997.0,1843152100.0,0.0974,0.29,17755270020.533882,6355696896.551724
340,El Paso,1801466250.0,3701208340.0,1998.0,1899742090.0,0.0974,0.29,18495546714.579056,6550834793.103449
404,El Paso,2058038910.0,4143989680.0,1999.0,2085950770.0,0.0974,0.29,21129762936.34497,7192933689.655173
468,El Paso,2150645350.0,4261428240.0,2000.0,2110782890.0,0.0974,0.29,22080547741.2731,7278561689.655173
532,El Paso,2384639180.0,4819640620.0,2001.0,2435001440.0,0.0915,0.29,26061630382.51366,8396556689.655173
596,El Paso,2505295110.0,5030812190.0,2002.0,2525517080.0,0.0915,0.29,27380274426.229507,8708679586.206898
660,El Paso,2396616040.0,4905453140.0,2003.0,2508837100.0,0.0796,0.29,30108241708.542713,8651162413.793104
724,El Paso,2508449620.0,5012021890.0,2004.0,2503572270.0,0.0796,0.29,31513186180.904522,8633007827.586208
788,El Paso,2882040080.0,5529429430.0,2005.0,2647389350.0,0.0796,0.29,36206533668.341705,9128928793.103449
852,El Paso,3025409240.0,5698095780.0,2006.0,2672686540.0,0.0796,0.29,38007653768.844215,9216160482.758621
916,El Paso,3468628570.0,6474525420.0,2007.0,3005896850.0,0.0796,0.29,43575735804.020096,10365161551.724138
980,El Paso,3549667420.0,6583475110.0,2008.0,3033807690.0,0.0796,0.29,44593811809.04523,10461405827.586208
1044,El Paso,3695866590.0,6841143170.0,2009.0,3145276580.0,0.0796,0.29,46430484798.99497,10845781310.344828
1108,El Paso,3727014550.0,6836406560.0,2010.0,3109392010.0,0.0796,0.29,46821790829.14573,10722041413.793104
1172,El Paso,3474919530.0,6326960150.0,2011.0,2852040620.0,0.0796,0.29,43654767964.82412,9834622827.586208
1236,El Paso,3507345120.0,6327576720.0,2012.0,2820231600.0,0.0796,0.29,44062124623.11558,9724936551.724138
25,Elbert,39025680.0,81583740.0,1993.0,42558060.0,0.1286,0.29,303465629.8600311,146751931.03448278
26,Elbert,44023530.0,85569910.0,1994.0,41546380.0,0.1286,0.29,342329160.18662524,143263379.31034485
27,Elbert,57007690.0,103835650.0,1995.0,46827960.0,0.1036,0.29,550267277.992278,161475724.13793105
28,Elbert,66547730.0,112298980.0,1996.0,45751250.0,0.1036,0.29,642352606.1776062,157762931.03448278
29,Elbert,79630640.0,130079830.0,1997.0,50449190.0,0.0974,0.29,817563039.0143737,173962724.13793105
341,Elbert,86101400.0,135783880.0,1998.0,49682480.0,0.0974,0.29,883997946.6119096,171318896.55172414
405,Elbert,100960550.0,159858460.0,1999.0,58897910.0,0.0974,0.29,1036555954.825462,203096241.37931037
469,Elbert,108302150.0,167529010.0,2000.0,59226860.0,0.0974,0.29,1111931724.845996,204230551.72413793
533,Elbert,130571037.0,199192483.0,2001.0,68621446.0,0.0915,0.29,1427005868.852459,236625675.86206898
597,Elbert,139041960.0,205583840.0,2002.0,66541880.0,0.0915,0.29,1519584262.295082,229454758.62068966
661,Elbert,146858420.0,217948550.0,2003.0,71090130.0,0.0796,0.29,1844955025.125628,245138379.31034485
725,Elbert,151578680.0,221752792.0,2004.0,70174112.0,0.0796,0.29,1904254773.8693466,241979696.55172417
789,Elbert,161104750.0,243650620.0,2005.0,82545870.0,0.0796,0.29,2023929020.1005025,284640931.0344828
853,Elbert,169680590.0,255291720.0,2006.0,85611130.0,0.0796,0.29,2131665703.517588,295210793.1034483
917,Elbert,186271120.0,275537970.0,2007.0,89266850.0,0.0796,0.29,2340089447.236181,307816724.13793105
981,Elbert,195089830.0,286470750.0,2008.0,91380920.0,0.0796,0.29,2450877261.3065324,315106620.6896552
1045,Elbert,185072074.0,273705482.0,2009.0,88633408.0,0.0796,0.29,2325026055.276382,305632441.37931037
1109,Elbert,186861770.0,276654740.0,2010.0,89792970.0,0.0796,0.29,2347509673.366834,309630931.0344828
1173,Elbert,172276480.0,256150010.0,2011.0,83873530.0,0.0796,0.29,2164277386.9346733,289219068.9655173
1237,Elbert,173416690.0,259953740.0,2012.0,86537050.0,0.0796,0.29,2178601633.165829,298403620.6896552
115,Fremont,76272690.0,153893170.0,1993.0,77620480.0,0.1286,0.29,593100233.2814931,267656827.5862069
116,Fremont,78945100.0,158817790.0,1994.0,79872690.0,0.1286,0.29,613881026.4385692,275423068.9655173
117,Fremont,82324310.0,167990740.0,1995.0,85666430.0,0.1036,0.29,794636196.911197,295401482.75862074
118,Fremont,86228200.0,173662390.0,1996.0,87434190.0,0.1036,0.29,832318532.8185328,301497206.8965517
119,Fremont,101056690.0,200744480.0,1997.0,99687790.0,0.0974,0.29,1037543018.4804928,343751000.0
342,Fremont,105907920.0,209591140.0,1998.0,103683220.0,0.0974,0.29,1087350308.0082135,357528344.82758623
406,Fremont,119147500.0,232983000.0,1999.0,113835500.0,0.0974,0.29,1223280287.4743326,392536206.8965517
470,Fremont,125347840.0,251471610.0,2000.0,126123770.0,0.0974,0.29,1286938809.0349076,434909551.72413796
534,Fremont,132639320.0,279633790.0,2001.0,146994470.0,0.0915,0.29,1449610054.6448088,506877482.75862074
598,Fremont,137040830.0,297402440.0,2002.0,160361610.0,0.0915,0.29,1497713989.0710382,552971068.9655173
662,Fremont,128060900.0,357346490.0,2003.0,229285590.0,0.0796,0.29,1608805276.3819094,790639965.5172415
726,Fremont,130896611.0,330030429.0,2004.0,199133818.0,0.0796,0.29,1644429786.4321606,686668337.9310346
790,Fremont,151213967.0,365962662.0,2005.0,214748695.0,0.0796,0.29,1899672952.2613065,740512741.3793104
854,Fremont,157157551.0,373462642.0,2006.0,216305091.0,0.0796,0.29,1974341092.964824,745879624.1379311
918,Fremont,179083150.0,429794560.0,2007.0,250711410.0,0.0796,0.29,2249788316.5829144,864522103.4482759
982,Fremont,192438930.0,436804770.0,2008.0,244365840.0,0.0796,0.29,2417574497.4874372,842640827.5862069
1046,Fremont,198549420.0,454222120.0,2009.0,255672700.0,0.0796,0.29,2494339447.236181,881630000.0000001
1110,Fremont,200886660.0,452553980.0,2010.0,251667320.0,0.0796,0.29,2523701758.7939696,867818344.8275863
1174,Fremont,193166060.0,433935650.0,2011.0,240769590.0,0.0796,0.29,2426709296.482412,830239965.5172415
1238,Fremont,194644660.0,452866150.0,2012.0,258221490.0,0.0796,0.29,2445284673.366834,890418931.0344828
305,Garfield,115385490.0,290029400.0,1993.0,174643910.0,0.1286,0.29,897243312.5972006,602220379.3103448
306,Garfield,123927880.0,301199320.0,1994.0,177271440.0,0.1286,0.29,963669362.3639191,611280827.5862069
307,Garfield,136190660.0,335396760.0,1995.0,199206100.0,0.1036,0.29,1314581660.2316604,686917586.2068965
308,Garfield,150219440.0,362900830.0,1996.0,212681390.0,0.1036,0.29,1449994594.5945947,733384103.4482759
309,Garfield,176902010.0,444044220.0,1997.0,267142210.0,0.0974,0.29,1816242402.4640658,921180034.4827586
343,Garfield,187672650.0,494188590.0,1998.0,306515940.0,0.0974,0.29,1926823921.9712524,1056951517.2413794
407,Garfield,214999290.0,573677260.0,1999.0,358677970.0,0.0974,0.29,2207384907.597536,1236820586.2068965
471,Garfield,232246480.0,612631240.0,2000.0,380384760.0,0.0974,0.29,2384460780.287474,1311671586.2068965
535,Garfield,271878190.0,816428830.0,2001.0,544550640.0,0.0915,0.29,2971346338.7978144,1877760827.586207
599,Garfield,294611230.0,918295640.0,2002.0,623684410.0,0.0915,0.29,3219794863.387978,2150635896.5517244
663,Garfield,298081630.0,922032800.0,2003.0,623951170.0,0.0796,0.29,3744744095.477387,2151555758.62069
727,Garfield,313873410.0,1255102360.0,2004.0,941228950.0,0.0796,0.29,3943133291.4572864,3245617068.9655175
791,Garfield,340387010.0,1772504630.0,2005.0,1432117620.0,0.0796,0.29,4276218718.5929646,4938336620.689655
855,Garfield,361578510.0,2557483320.0,2006.0,2195904810.0,0.0796,0.29,4542443592.964824,7572085551.724138
919,Garfield,445051030.0,2857903510.0,2007.0,2412852480.0,0.0796,0.29,5591093341.708543,8320180965.5172415
983,Garfield,487096360.0,3260957170.0,2008.0,2773860810.0,0.0796,0.29,6119301005.0251255,9565037275.86207
1047,Garfield,633504570.0,5242206780.0,2009.0,4608702210.0,0.0796,0.29,7958600125.62814,15892076586.206898
1111,Garfield,655603940.0,3297809630.0,2010.0,2642205690.0,0.0796,0.29,8236230402.01005,9111054103.448277
1175,Garfield,467822970.0,3761289740.0,2011.0,3293466770.0,0.0796,0.29,5877172989.949748,11356781965.517242
1239,Garfield,471369050.0,3931933010.0,2012.0,3460563960.0,0.0796,0.29,5921721733.668342,11932979172.413794
285,Gilpin,17801880.0,130962200.0,1993.0,113160320.0,0.1286,0.29,138428304.82115087,390208000.0
286,Gilpin,20563680.0,152492010.0,1994.0,131928330.0,0.1286,0.29,159904199.06687403,454925275.862069
287,Gilpin,18987990.0,160515330.0,1995.0,141527340.0,0.1036,0.29,183281756.75675675,488025310.3448276
288,Gilpin,20667340.0,159113350.0,1996.0,138446010.0,0.1036,0.29,199491698.84169886,477400034.48275864
289,Gilpin,21451820.0,161076230.0,1997.0,139624410.0,0.0974,0.29,220244558.52156058,481463482.75862074
344,Gilpin,23508920.0,169703300.0,1998.0,146194380.0,0.0974,0.29,241364681.724846,504118551.72413796
408,Gilpin,28921080.0,190963790.0,1999.0,162042710.0,0.0974,0.29,296931006.1601643,558767965.5172414
472,Gilpin,30810640.0,215712930.0,2000.0,184902290.0,0.0974,0.29,316331006.1601643,637594103.4482759
536,Gilpin,34788890.0,238182440.0,2001.0,203393550.0,0.0915,0.29,380206448.0874317,701357068.9655173
600,Gilpin,39318480.0,266471430.0,2002.0,227152950.0,0.0915,0.29,429710163.93442625,783286034.4827586
664,Gilpin,45892720.0,275430110.0,2003.0,229537390.0,0.0796,0.29,576541708.5427135,791508241.3793104
728,Gilpin,44007850.0,274724280.0,2004.0,230716430.0,0.0796,0.29,552862437.1859297,795573896.5517242
792,Gilpin,51769660.0,301167240.0,2005.0,249397580.0,0.0796,0.29,650372613.0653266,859991655.1724138
856,Gilpin,52884610.0,314959920.0,2006.0,262075310.0,0.0796,0.29,664379522.6130652,903707965.5172415
920,Gilpin,54714490.0,346780050.0,2007.0,292065560.0,0.0796,0.29,687367964.8241205,1007122620.6896552
984,Gilpin,55625510.0,352498320.0,2008.0,296872810.0,0.0796,0.29,698812939.6984924,1023699344.8275863
1048,Gilpin,58889650.0,386396910.0,2009.0,327507260.0,0.0796,0.29,739819723.6180904,1129335379.310345
